/////	--LOCALE TABLE GENERATED BY TempResearchCombiner.py--
//	--        UPGRADES        --
filerange 15934 17093
rangestart 15934 17093
/////	--        HIIGARAN        --
17043	<b>Effects</b>\n<c=41af41>+4 Energy Production\n+100 Storage Capacity</c>\n<c=9d9ddf>Cost: 9000 RUs\nTime: 25 s</c>\n<b>Requires:</b>\n<c=e7bd59>Research Division</c>
17044	Energy Production: Level 10
17045	10/10 Energy Production
17046	<b>Effects</b>\n<c=41af41>+4 Energy Production\n+100 Storage Capacity</c>\n<c=9d9ddf>Cost: 10000 RUs\nTime: 25 s</c>\n<b>Requires:</b>\n<c=e7bd59>Research Division</c>
17047	Solar Shield: Level 1
17048	1/3 Solar Shield
17049	<b>Effect</b>\n<c=41af41>+10% solar shield power</c>\n<c=9d9ddf>Cost: 5000 RUs\nTime: 250 s</c>\n<b>Requires:</b>\n<c=e7bd59>Research Division</c>
17050	Solar Shield: Level 2
17051	2/3 Solar Shield
17052	<b>Effect</b>\n<c=41af41>+10% solar shield power</c>\n<c=9d9ddf>Cost: 10000 RUs\nTime: 500 s</c>\n<b>Requires:</b>\n<c=e7bd59>Research Division</c>
17053	Solar Shield: Level 3
17054	3/3 Solar Shield
17055	<b>Effect</b>\n<c=41af41>+10% solar shield power</c>\n<c=9d9ddf>Cost: 15000 RUs\nTime: 750 s</c>\n<b>Requires:</b>\n<c=e7bd59>Research Division</c>
17056	Remote Space Shield: Level 1
17057	1/3 Remote Space Shield
17058	<b>Effect</b>\n<c=41af41>+10% remote space shield power</c>\n<c=9d9ddf>Cost: 2500 RUs\nTime: 125 s</c>\n<b>Requires:</b>\n<c=e7bd59>Research Division</c>
17059	Remote Space Shield: Level 2
17060	2/3 Remote Space Shield
17061	<b>Effect</b>\n<c=41af41>+10% remote space shield power</c>\n<c=9d9ddf>Cost: 5000 RUs\nTime: 250 s</c>\n<b>Requires:</b>\n<c=e7bd59>Research Division</c>
17062	Remote Space Shield: Level 3
17063	3/3 Remote Space Shield
17064	<b>Effect</b>\n<c=41af41>+10% remote space shield power</c>\n<c=9d9ddf>Cost: 10000 RUs\nTime: 500 s</c>\n<b>Requires:</b>\n<c=e7bd59>Research Division</c>
17065	Rocket Boost: Level 1
17066	1/3 Rocket Boost
17067	<b>Effect</b>\n<c=41af41>+10% Boost</c>\n<c=9d9ddf>Cost: 800 RUs\nTime: 80 s</c>\n<b>Requires:</b>\n<c=e7bd59>Research Division\nDrive System</c>
17068	Rocket Boost: Level 2
17069	2/3 Rocket Boost
17070	<b>Effect</b>\n<c=41af41>+10% Boost</c>\n<c=9d9ddf>Cost: 1600 RUs\nTime: 120 s</c>\n<b>Requires:</b>\n<c=e7bd59>Research Division\nDrive System</c>
17071	Rocket Boost: Level 3
17072	3/3 Rocket Boost
17073	<b>Effect</b>\n<c=41af41>+10% Boost</c>\n<c=9d9ddf>Cost: 3200 RUs\nTime: 160 s</c>\n<b>Requires:</b>\n<c=e7bd59>Research Division\nDrive System</c>
17074	Impact Damage: Level 1
17075	1/3 Impact Damage
17076	<b>Effects</b>\n<c=41af41>+10% Impact damage\n+10% health</c>\n<c=9d9ddf>Cost: 1000 RUs\nTime: 80 s</c>\n<b>Requires:</b>\n<c=e7bd59>Research Division\nFire Control Tower</c>
17077	Impact Damage: Level 2
17078	2/3 Impact Damage
17079	<b>Effects</b>\n<c=41af41>+10% Impact damage\n+10% health</c>\n<c=9d9ddf>Cost: 2000 RUs\nTime: 120 s</c>\n<b>Requires:</b>\n<c=e7bd59>Research Division\nFire Control Tower</c>
17080	Impact Damage: Level 3
17081	3/3 Impact Damage
17082	<b>Effects</b>\n<c=41af41>+10% Impact damage\n+10% health</c>\n<c=9d9ddf>Cost: 4000 RUs\nTime: 160 s</c>\n<b>Requires:</b>\n<c=e7bd59>Research Division\nFire Control Tower</c>
17086	Radiation Damage: Level 1
17087	1/3 Radiation Damage
17088	<b>Effect</b>\n<c=41af41>-15% Radiation Damage</c>\n<c=9d9ddf>Cost: 1600 RUs\nTime: 40 s</c>\n<b>Requires:</b>\n<c=e7bd59>Research Division\nAnti-Radiation Field Module</c>
17089	Radiation Damage: Level 2
17090	2/3 Radiation Damage
17091	<b>Effect</b>\n<c=41af41>-15% Radiation Damage</c>\n<c=9d9ddf>Cost: 3200 RUs\nTime: 50 s</c>\n<b>Requires:</b>\n<c=e7bd59>Research Division\nAnti-Radiation Field Module</c>
17092	3/3 Radiation Damage
17093	<b>Effect</b>\n<c=41af41>-15% Radiation Damage</c>\n<c=9d9ddf>Cost: 6400 RUs\nTime: 60 s</c>\n<b>Requires:</b>\n<c=e7bd59>Research Division\nAnti-Radiation Field Module</c>
rangeend 
